Disease,Text Pattern
psoriasis,"My arms, face and backÂ are all red and irritated. It is frequently irritating and unpleasant. My nails have a strange inflammation and have developed small dents. I have never seen anything like this."
psoriasis,"I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents, which is really alarming. Moreover, my joints pain everyday and I have no idea what is causing it."
psoriasis,My fingers and soles have pretty thick skin that is cracked severely. These fractures hurt and bleed frequently. The fractures are itchy and covered with scales.
psoriasis,"My skin has changed from being less sensitive to being more sensitive. My skin has a silvery coating, especially on my back, elbows and knees."
psoriasis,"My nails are slightly dented. Even my joints are now experiencing excruciating discomfort. My skin has a silver-like powder, especially on my back and elbows. "
psoriasis,"I've had trouble falling asleep because of the rash's pain and itching. The skin on my fingers are starting to peel off. My nails have a few tiny cracks, which is really worrying. "
psoriasis,"My joints are experiencing an unusual discomfort. Additionally, I've experienced weird skin peeling in various places on my body. I'm concerned that something is wrong with my body. "
psoriasis,"I am starting to have rashes on my arms and neck. The rash often bleeds and hurts when I scratch it. I have also developed small dents in my nails, which is very strange."
psoriasis,"Because of dry, flaky areas on my skin, I am prone to infections. My joints are in extreme pain . My knees and elbows' skin are starting to peel off."
puncture_wound,I stepped on a rusty nail; my foot feels sore and swollen
puncture_wound,My finger got pricked by a thorn; it's red and throbbing
puncture_wound,I fell on broken glass; my knee is oozing blood
puncture_wound,A sharp object cut my hand; it's painful and tender
puncture_wound,I was bitten by a dog; there's a deep puncture on my leg
puncture_wound,I got stabbed by a needle; there's a tiny hole in my skin
puncture_wound,Stepped on a tack; my heel is swollen and tender
puncture_wound,Got scratched by a cat; my arm is red and itchy
puncture_wound,A fish hook pierced my finger; it's stuck and painful
puncture_wound,I accidentally jabbed myself with a knife; it's bleeding and stinging
puncture_wound,"Walking barefoot, stepped on a thorn; my toe is swollen"
puncture_wound,Sat on a sharp object; my buttock is sore and bruised
puncture_wound,Bumped into a sharp corner; a small puncture on my arm
puncture_wound,"Playing in the garden, got pricked by a rose thorn; finger is swollen"
puncture_wound,Tripped and fell on a broken bottle; my ankle is bleeding
puncture_wound,Picked up a nail while cleaning; foot is throbbing
puncture_wound,"Working with tools, got punctured by a screw; hand is swollen"
puncture_wound,Stepped on a piece of metal; my foot is tender
puncture_wound,Pricked by a safety pin; finger is red and swollen
puncture_wound,Sharp pencil jabbed my palm; it's painful to touch
puncture_wound,Sat on a sharp rock; buttock is bruised and sore
puncture_wound,Stepped on a bee stinger; foot is swollen and itchy
puncture_wound,Got jabbed by a thorn; finger is throbbing
puncture_wound,"Playing outdoors, stepped on a sharp toy; foot is painful"
puncture_wound,Picked up a broken glass shard; my hand is bleeding
puncture_wound,Accidentally bumped into a sharp table edge; arm is punctured
puncture_wound,"Cleaning up, stepped on a sewing needle; foot is sore"
puncture_wound,A staple pricked my finger; it's swollen and tender
puncture_wound,"Walking in the park, stepped on a sharp twig; foot is red"
puncture_wound,Brushed against a rusty metal edge; arm is punctured
puncture_wound,My child stepped on a pushpin; foot is swollen and red
puncture_wound,Pricked by a cactus spine; finger is throbbing
puncture_wound,Accidentally sat on a needle; buttock is sore and tender
puncture_wound,"Playing with broken toys, got punctured by a plastic piece; hand is red"
puncture_wound,Stepped on a bee; foot is swollen and itchy
puncture_wound,Got poked by a sharp corner; my arm is bruised
puncture_wound,"Dropped a glass, stepped on a shard; foot is bleeding"
puncture_wound,"Working in the garage, punctured by a nail; hand is swollen"
puncture_wound,A splinter pierced my finger; it's painful and tender
puncture_wound,Brushed against a rusty fence; arm is punctured and red
puncture_wound,Stepped on a thorny plant; foot is swollen and itchy
puncture_wound,Got pricked by a safety pin; finger is throbbing
puncture_wound,Accidentally jabbed by a broken pencil; hand is swollen
puncture_wound,Sat on a sharp object; buttock is bruised and sore
puncture_wound,Stepped on a piece of metal; foot is punctured and painful
puncture_wound,Pricked by a sewing needle; finger is swollen and tender
puncture_wound,"Walking barefoot, stepped on a sharp stone; foot is red"
puncture_wound,"Playing outside, got punctured by a sharp stick; hand is sore"
puncture_wound,Stepped on a bee stinger; foot is swollen and throbbing
puncture_wound,Accidentally bumped into a sharp tool; arm is punctured and bruised
rash,"I have this itchy rash on my arms, red bumps everywhere"
rash,"My rash is spreading, it's like a patch of redness on my chest"
rash,"The rash on my back is painful, feels like a burning sensation"
rash,"Small blisters are forming on my legs, the rash is really uncomfortable"
rash,"My rash is bumpy and scaly, i don't know what caused it"
rash,"There are raised welts on my skin, the rash keeps getting worse"
rash,"I woke up with this rash on my face, it's making me selfconscious"
rash,The rash on my neck is inflamed and hot to touch
rash,"I have a rash on my hands, it's making them swell up"
rash,The rash on my stomach is oozing and painful
rash,"This rash on my thighs is so itchy, i can't stop scratching"
rash,"My rash is dry and flaky, it's making my skin feel tight"
rash,"I noticed a rash on my feet, it's making it hard to walk"
rash,"The rash on my scalp is causing hair loss, i'm really worried"
rash,"My rash is spreading rapidly, it's now on my back and chest"
rash,"I have a rash on my groin area, it's uncomfortable and embarrassing"
rash,The rash on my armpits is causing a burning sensation
rash,"There are tiny red dots all over my body, the rash is getting worse"
rash,"My rash is warm to touch and tender, it's spreading quickly"
rash,"The rash on my buttocks is painful, i can't sit properly"
rash,"I have a rash on my lips, it's making them swell"
rash,"This rash on my ears is itchy and scaly, it's driving me crazy"
rash,"My rash is weeping and forming crusts, it's really uncomfortable"
rash,The rash on my elbows is causing stiffness and pain
rash,"I woke up with a rash on my eyelids, they're swollen and red"
rash,My rash is making me feel feverish and fatigued
rash,The rash on my chest is spreading in a circular pattern
rash,"I have a rash on my palms, it's making them itch uncontrollably"
rash,"The rash on my knees is red and swollen, it hurts to bend them"
rash,"My rash is oozing clear fluid, it's making a mess"
rash,This rash on my shoulders is warm and tender to touch
rash,"I have a rash on my lower back, it's causing shooting pains"
rash,The rash on my ankles is making them swell up
rash,"There are raised bumps on my face, the rash is really inflamed"
rash,My rash is causing a burning sensation all over my body
rash,The rash on my wrists is itchy and irritated
rash,"I have a rash on my nipples, it's painful and sensitive"
rash,The rash on my toes is causing a tingling sensation
